pertanyaan,jawaban,sumber,mata_kuliah,sumber_dokumen
Layanan apa saja yang ditawarkan EverFail selain perubahan oli cepat?,"Selain perubahan oli cepat, EverFail juga mengganti wiper kaca depan, filter oli, dan filter udara dengan persetujuan pelanggan.","EverFail also replace winshield wippers , oil filters, and air filters, subject to customer approval.",Basis Data 2,STUDI KASUS 9.txt
Apa saja yang termasuk dalam tagihan (invoice) pelanggan EverFail?,"Tagihan mencakup biaya minyak yang digunakan, semua suku cadang yang dipakai, dan biaya tenaga kerja standar.","The invoice contain the charges of the oil used and all parts used, and a standard labor charge.",Basis Data 2,STUDI KASUS 9.txt
Metode pembayaran apa yang diterima EverFail?,"Pelanggan dapat membayar dengan tunai, kartu kredit, atau cek.","When the invoice is presented, customers pay cash , use credit card , or write a check.",Basis Data 2,STUDI KASUS 9.txt
Apakah EverFail memberikan kredit kepada pelanggan?,"Tidak, EverFail tidak memberikan kredit kepada pelanggan.",EverFail does not extend credit.,Basis Data 2,STUDI KASUS 9.txt
Bagaimana EverFail mengelola persediaan suku cadangnya?,"EverFail menjaga kontrol ketat atas persediaan suku cadang, dan bila kuantitas on‑hand mencapai minimum, suku cadang harus dipesan ulang dari vendor yang sesuai.","Given the high part usage of the business operations, EverFail must maintain careful control of its parts inventory. Therefore, if parts reach minimum on-hand Quantity, the parts in low supply must be reordered from an appropriate vendor.",Basis Data 2,STUDI KASUS 9.txt
Apa yang tercakup dalam daftar vendor EverFail?,Daftar vendor mencakup vendor yang sebenarnya digunakan serta vendor potensial.,"EverFail maintains a vendor List, which contains both the vendors actually used and the potential vendors.",Basis Data 2,STUDI KASUS 9.txt
Kapan EverFail mengirimkan pembaruan kepada pelanggan?,EverFail secara periodik mengirimkan pembaruan kepada pelanggan berdasarkan tanggal layanan mobil.,"Periodically , EverFail mails updates to customers, based on the date of the car's Service.",Basis Data 2,STUDI KASUS 9.txt
Informasi apa yang EverFail lacak mengenai mobil pelanggan?,EverFail melacak jarak tempuh (mileage) mobil setiap pelanggan.,everFail also tracks each customer's car mileage.,Basis Data 2,STUDI KASUS 9.txt
Jenis suku cadang apa saja yang dikelola inventarisnya oleh EverFail?,"Inventaris mencakup minyak, wiper kaca depan, filter oli, dan filter udara.","parts (oil, wipers, oil filters, air filters) inventory.",Basis Data 2,STUDI KASUS 9.txt
Berapa jumlah instruktur yang dimiliki Hudson Engineering Group (HEG)?,HEG memiliki 12 instruktur.,The HEG has 12 instructors,Basis Data 2,STUDI KASUS I.txt
Berapa maksimum jumlah peserta yang dapat diakomodasi dalam satu kelas?,Satu kelas dapat menampung hingga 30 peserta.,can handle up to 30 trainees per class.,Basis Data 2,STUDI KASUS I.txt
"Berapa banyak kursus ""Advanced Technology"" yang ditawarkan oleh HEG?","HEG menawarkan lima kursus ""Advanced Technology"".","HEG offers five ""Advanced Technology"" courses",Basis Data 2,STUDI KASUS I.txt
Apa yang terjadi jika sebuah kelas memiliki kurang dari 10 peserta?,Kelas tersebut akan dibatalkan.,"If a class has fewer than 10 trainees in it, it will be canceled.",Basis Data 2,STUDI KASUS I.txt
Apakah memungkinkan suatu kursus tidak menghasilkan kelas sama sekali?,"Ya, karena jika semua kelas yang dihasilkan memiliki kurang dari 10 peserta, maka tidak ada kelas yang berjalan.","It is, therefore, possible for a course not to generate any classes.",Basis Data 2,STUDI KASUS I.txt
Berapa banyak instruktur yang mengajar setiap kelas?,Setiap kelas diajarkan oleh satu instruktur.,Each class is taught by one instructor.,Basis Data 2,STUDI KASUS I.txt
Berapa maksimum jumlah kelas yang dapat diajari oleh satu instruktur dalam setahun?,Seorang instruktur dapat mengajar maksimal dua kelas per tahun.,Each instructor may teach up to two classes per year.,Basis Data 2,STUDI KASUS I.txt
Apa judul materi kuliah yang tercantum dalam dokumen?,"Judul materi kuliah adalah ""TIPE DATA DI SQL SERVER"".",TIPE DATA DI SQL SERVER,Basis Data 2,TIPE DATA DI SQL SERVER 2012.txt
Tahun berapa materi kuliah tersebut dipublikasikan?,Materi kuliah tersebut dipublikasikan pada tahun 2012.,2012,Basis Data 2,TIPE DATA DI SQL SERVER 2012.txt
Siapa penulis atau pembuat materi kuliah ini?,Penulis atau pembuat materi kuliah ini adalah Mira Musrini Barmawi.,Mira Musrini Barmawi,Basis Data 2,TIPE DATA DI SQL SERVER 2012.txt
"Apa yang terjadi secara otomatis pada tabel ketika dilakukan operasi DML (INSERT, UPDATE, DELETE)?","Tabel virtual INSERTED dan DELETED terbentuk secara otomatis dan berisi data yang ditambahkan, diubah, atau dihapus.","Jika kita melakukan operasi DML ( insert update delete ) pada suatu tabel, maka secara otomatis akan terbentuk tabel virtual INSERTED dan DELETED.",Basis Data 2,TRIGGER.txt
Apa isi tabel INSERTED setelah operasi INSERT?,Tabel INSERTED berisi data baru yang ditambahkan.,"Jika kita melakukan operasi insert, maka tabel inserted berisi data yang baru , yang ditambahkan.",Basis Data 2,TRIGGER.txt
Apa isi tabel DELETED setelah operasi UPDATE?,"Tabel DELETED berisi data lama yang telah diubah, sedangkan tabel INSERTED berisi data baru yang dimasukkan.","Jika kita melakukan operasi update, maka tabel deleted berisi data lama yang telah dirubah, dan tabel inserted beri data baru yang telah dimasukkan.",Basis Data 2,TRIGGER.txt
Bagaimana cara menampilkan isi tabel INSERTED menggunakan klausa OUTPUT pada operasi INSERT pada tabel makanan?,"Gunakan perintah INSERT dengan klausa OUTPUT, misalnya: insert into makanan (ID_makanan, nama_makanan, ukuran, harga) OUTPUT inserted.ID_makanan as new_makanan, inserted.nama_makanan as new_nama_makanan, Inserted.ukuran as new_ukuran, inserted.harga as new_harga Values (4,'bihun goreng ayam','medium',20000);","insert into makanan (ID_makanan, nama_makanan, ukuran, harga) OUTPUT inserted.ID_makanan as new_makanan,inserted.nama_makanan as new_nama_makanan,Inserted.ukuran as new_ukuran,inserted.harga as new_harga Values (4,'bihun goreng ayam','medium',20000);",Basis Data 2,TRIGGER.txt
"Pada contoh trigger tr_insert_harga, apa yang terjadi jika nilai harga yang dimasukkan kurang dari 0?","Transaksi di‑rollback dan pesan 'harga makanan yang anda masukkan adalah negatif, sehingga operasi insert dibatalkan' ditampilkan.","if @harga_new<0 then begin rollback print 'harga makanan yang anda masukkan adalah negatif, sehingga operasi insert dibatalkan' End",Basis Data 2,TRIGGER.txt
"Apa tujuan utama dari trigger yang dibuat pada tabel wali (tr_insert_wali, tr_update_wali, tr_delete_wali)?","Untuk mencatat setiap perubahan (INSERT, UPDATE, DELETE) pada tabel wali ke dalam tabel wali_audit beserta keterangan dan waktu terjadinya perubahan.","Jika user memasukkan baris baru pada tabel wali , maka akan dimasukkan baris baru di tabel wali_audit.",Basis Data 2,TRIGGER.txt
Bagaimana cara menambahkan baris audit pada tabel wali_audit ketika terjadi INSERT pada tabel wali?,"Trigger tr_insert_wali mengambil id_wali dari tabel INSERTED, kemudian melakukan INSERT ke tabel wali_audit dengan nilai berupa teks 'wali baru dengan id=... ditambahkan pada ...' yang menyertakan timestamp.",Create trigger dbo.tr_insert_wali for insert on wali As Begin Declare @id int Select @id =id_wali from inserted Insert into wali_audit Values (' wali baru dengan id=' + cast (@id as nvarchar(5)) + 'ditambahkan pada '+ cast (getdate() as nvarchar(20),Basis Data 2,TRIGGER.txt
Apa perbedaan isi tabel INSERTED dan DELETED pada operasi DELETE?,"Pada operasi DELETE, tabel DELETED berisi data lama yang dihapus, sedangkan tabel INSERTED tidak berisi data apa pun.","Jika kita melakukan operasi delete, maka tabel deleted berisi data lama yang telah dihapus",Basis Data 2,TRIGGER.txt
Sebutkan dua manfaat utama penggunaan trigger dalam basis data.,1) Menjalankan aturan bisnis dan menjaga integritas data. 2) Mengevaluasi status tabel sebelum dan sesudah perubahan data serta melakukan aksi sesuai perbedaan yang terjadi.,Trigger merupakan salah satu mekanisme untuk menjalankan aturan bisnis dan menjaga integritas data dalam sebuah basis data. Trigger dapat mengevaluasi status dari sebuah tabel sebelum dan sesudah terjadi perubahan data dan melakukan aksinya sesuai perbedaan yang terjadi,Basis Data 2,TRIGGER.txt
"Pada contoh UPDATE pada tabel makanan, kolom apa saja yang ditampilkan oleh klausa OUTPUT?","Klausa OUTPUT menampilkan kolom ID_makanan, nama_makanan, ukuran, dan harga dari tabel INSERTED (data baru) serta kolom ID_makanan, nama_makanan, ukuran, dan harga dari tabel DELETED (data lama).","update makanan set ukuran='large', harga ='30000' OUTPUT inserted.ID_makanan as new_id ,inserted.nama_makanan as new_nama_makanan ,Inserted.ukuran as New_ukuran ,inserted.harga as new_harga , deleted.ID_makanan as old_id,deleted.nama_makanan as old_nama_Makanan ,deleted.ukuran as Old_ukuran ,deleted.harga as old_harga Where ID_makanan=4 ;",Basis Data 2,TRIGGER.txt
Siapa ketua kelompok 1?,MIKHAEL PRAWIRA CHANDRA,162024006 MIKHAEL PRAWIRA CHANDRA - KETUA,Basis Data 2 Praktikum AA,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Kelompok mana yang menangani CASE 5?,Group 4,Group 4 - CASE 5,Basis Data 2 Praktikum AA,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Siapa ketua kelompok yang menangani CASE 8?,SENNA ALMALIA,162024019 SENNA ALMALIA - KETUA,Basis Data 2 Praktikum AA,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Siapa anggota kelompok 6 selain ketua?,IRENA NAJEEDAH MUMTAZAH dan WIBI RAOUF SUTAMA,162024001 IRENA NAJEEDAH MUMTAZAH | 162024013 WIBI RAOUF SUTAMA,Basis Data 2 Praktikum AA,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Siapa anggota dengan NIM 162024014?,VINA CAHYANI,162024014 VINA CAHYANI,Basis Data 2 Praktikum AA,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Kelompok mana yang memiliki anggota bernama FAJAR PERDANA KURNIAWAN SIAGIAN?,Group 8,162024007 FAJAR PERDANA KURNIAWAN SIAGIAN,Basis Data 2 Praktikum AA,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Siapa ketua kelompok 11?,AHMAD RAIHAN,162023018 AHMAD RAIHAN - KETUA,Basis Data 2 Praktikum AA,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Sebutkan semua kelompok yang menangani CASE 4.,Group 5 dan Group 10,Group 5 - CASE 4 | Group 10 - CASE 4,Basis Data 2 Praktikum AA,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Berapa anggota yang terdapat dalam setiap kelompok?,Setiap kelompok terdiri dari tiga anggota.,"Setiap grup pada dokumen menampilkan tiga baris anggota, misalnya: 162024006 MIKHAEL PRAWIRA CHANDRA - KETUA, 162024010 HANA AMALIA PUTRI, 162024005 DEALOVA QUAYBAH",Basis Data 2 Praktikum AA,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Bagaimana cara mengunduh SQL Express 2025?,"Buka tautan https://www.microsoft.com/en-us/sql-server/sql-server-downloads, cari ""SQL Express 2025"", kemudian klik Download.",BUKA LINK INI : HTTPS://WWW.MICROSOFT.COM/EN-US/SQL-SERVER/SQL-SERVER-DOWNLOADS,Basis Data 2 Praktikum AA,INSTALASI SQL SERVER EXPRESS 2025.txt
Apa langkah pertama yang harus dilakukan setelah mengunduh file installer SQL Express 2025?,"Klik dua kali file installer, kemudian pilih opsi Basic.","Klik dua kali file installer, pilih Basic.",Basis Data 2 Praktikum AA,INSTALASI SQL SERVER EXPRESS 2025.txt
"Setelah memilih opsi Basic, apa yang harus dilakukan selanjutnya?",Klik Accept dan tunggu hingga proses instalasi selesai.,Klik Accept. Tunggu sampai proses instalasi selesai,Basis Data 2 Praktikum AA,INSTALASI SQL SERVER EXPRESS 2025.txt
Informasi apa yang muncul setelah proses instalasi selesai dan penting untuk login di SSMS?,Muncul SERVER NAME yang akan digunakan untuk login di SSMS.,Setelah selesai akan muncul SERVER NAME (PENTING UNTUK NANTI DIPAKAI LOGIN DI SSMS).,Basis Data 2 Praktikum AA,INSTALASI SQL SERVER EXPRESS 2025.txt
Bagaimana cara memasukkan SERVER NAME pada SSMS?,"Salin SERVER NAME dari System Information, kemudian masukkan di SSMS diikuti dengan \SQLEXPRESS tanpa spasi.",MASUKAN SERVERNAME DIIKUTI \SQLEXPRESS (TANPA SPASI) JIKA TIDAK BISA CONNECT SETELAH MEMASUKAN SERVER NAME.,Basis Data 2 Praktikum AA,INSTALASI SQL SERVER EXPRESS 2025.txt
"Jika tidak dapat terhubung setelah memasukkan SERVER NAME, apa yang harus dicentang?","Centang opsi ""Trust server certificate"".","2. CENTANG ""TRUST SERVER CERTIFICATE""",Basis Data 2 Praktikum AA,INSTALASI SQL SERVER EXPRESS 2025.txt
"Apa yang harus dilakukan setelah mencentang ""Trust server certificate""?",Klik tombol Connect.,3. KLIK CONNECT.,Basis Data 2 Praktikum AA,INSTALASI SQL SERVER EXPRESS 2025.txt
Apa yang harus dipastikan sebelum melakukan login di SSMS?,Pastikan SQL Express sudah terinstal di sistem.,4. PASTIKAN SQL EXPRESS SUDAH TERINSTALL SEBELUM LOGIN,Basis Data 2 Praktikum AA,INSTALASI SQL SERVER EXPRESS 2025.txt
"Jika SQL Express tidak terdeteksi, alternatif apa yang dapat digunakan untuk SERVER NAME?","Gunakan ""localhost"" sebagai SERVER NAME.",5. JIKA TIDAK ADA SQL EXPRESS COBA MASUKAN SERVER NAME MENGGUNAKAN LOCAL HOST SEPERTI CONTOH DIBAWAH,Basis Data 2 Praktikum AA,INSTALASI SQL SERVER EXPRESS 2025.txt
Kapan proses login dianggap berhasil menurut dokumen?,"Jika di sistem terdapat MSSQLEXPRESS, proses login dianggap berhasil.",KASUS DIATAS BERHASIL JIKA DI SISTEM ADA MSSQLEXPRESS,Basis Data 2 Praktikum AA,INSTALASI SQL SERVER EXPRESS 2025.txt
Apa yang dimaksud dengan pernyataan IF dalam SQL Server?,Pernyataan aliran kontrol yang memungkinkan eksekusi atau melewati blok pernyataan berdasarkan kondisi tertentu.,Apa itu IF? Pernyataan aliran kontrol yang memungkinkan eksekusi atau melewati blok pernyataan berdasarkan kondisi tertentu.,Basis Data 2 Praktikum AA,Materi 3.txt
Bagaimana cara kerja pernyataan IF ketika ekspresi Boolean bernilai true?,Blok statement di dalam BEGIN ... END akan dijalankan.,"Jika ekspresi Boolean bernilai true, maka blok statement di dalam BEGIN ... END akan dijalankan.",Basis Data 2 Praktikum AA,Materi 3.txt
Apa yang terjadi pada pernyataan IF jika ekspresi Boolean bernilai false?,Blok tersebut akan dilewati dan kontrol program diteruskan setelah kata kunci END.,"Jika tidak (false), blok tersebut akan dilewati dan kontrol program diteruskan setelah kata kunci END.",Basis Data 2 Praktikum AA,Materi 3.txt
Apa catatan penting terkait penggunaan SELECT dalam ekspresi Boolean pada pernyataan IF?,"Jika ekspresi Boolean menggunakan pernyataan SELECT, pernyataan tersebut harus diapit dalam tanda kurung.","Jika ekspresi Boolean menggunakan pernyataan SELECT, pernyataan tersebut harus diapit dalam tanda kurung.",Basis Data 2 Praktikum AA,Materi 3.txt
Apa fungsi dari klausa ELSE dalam pernyataan IF...ELSE?,Digunakan ketika kondisi di klausa IF mengevaluasi ke FALSE dan kita ingin mengeksekusi blok pernyataan lain.,Fungsi ELSE: Digunakan ketika kondisi di klausa IF mengevaluasi ke FALSE dan kita ingin mengeksekusi blok pernyataan lain.,Basis Data 2 Praktikum AA,Materi 3.txt
Bagaimana cara kerja pernyataan IF...ELSE ketika kondisi bernilai TRUE?,Blok pernyataan di klausa IF dijalankan.,"Jika kondisi bernilai TRUE, maka blok pernyataan di klausa IF yang dijalankan.",Basis Data 2 Praktikum AA,Materi 3.txt
Bagaimana cara kerja pernyataan IF...ELSE ketika kondisi bernilai FALSE?,Blok kode pada klausa ELSE dijalankan.,"Jika kondisinya SALAH (FALSE), maka blok kode pada klausa ELSE yang dijalankan.",Basis Data 2 Praktikum AA,Materi 3.txt
Apa yang dimaksud dengan IF...ELSE bersarang (nested) dalam SQL Server?,Konsep dimana pernyataan IF...ELSE dapat ditumpuk di dalam pernyataan IF...ELSE lainnya.,SQL Server memungkinkan kita untuk menumpuk pernyataan IF ... ELSE di dalam pernyataan IF ... ELSE lainnya.,Basis Data 2 Praktikum AA,Materi 3.txt
"Apa tujuan utama mempelajari kalimat IF, IF...ELSE, dan IF...ELSE bersarang dalam modul ini?","Untuk memahami penggunaan kalimat IF, IF...ELSE, IF...ELSE bersarang, serta penerapan logika dalam Stored Procedure.",Memahami penggunaan kalimat IF. Memahami penggunaan kalimat IF...ELSE. Memahami penggunaan IF...ELSE Bersarang (Nested). Penerapan logika dalam Stored Procedure.,Basis Data 2 Praktikum AA,Materi 3.txt
Apa itu stored procedure?,Stored procedure adalah kumpulan perintah yang disimpan dengan nama tertentu dan diproses sebagai satu kesatuan.,Store procedure merupakan kumpulan perintah yang disimpan dengan nama tertentu dan diproses sebagai satu kesatuan.,Basis Data 2 Praktikum AA,MODUL 5  Praktikum Basdat 2.txt
Sebutkan tiga keuntungan utama menggunakan stored procedure.,"Keuntungan utama meliputi portabilitas (bisa digunakan oleh berbagai aplikasi karena tersimpan di server database), performa lebih cepat (diproses di server sehingga tidak membebani client), dan keamanan lebih baik (business logic tersimpan di server dan dapat dienkripsi sehingga tidak mudah diakses pengguna).",Portabilitas: Bisa digunakan oleh berbagai aplikasi karena tersimpan di server database; Performa lebih cepat: Diproses di server sehingga tidak membebani client; Keamanan lebih baik: Business logic tersimpan di server dan dapat dienkripsi sehingga tidak mudah diakses pengguna.,Basis Data 2 Praktikum AA,MODUL 5  Praktikum Basdat 2.txt
Bagaimana sintaks umum untuk membuat stored procedure dengan parameter output?,Sintaks umumnya adalah: CREATE PROCEDURE nama_procedure @var <tipe data> OUTPUT AS BEGIN <query> END GO.,Create procedure nama_procedure @var <tipe data> output As Begin Query END go,Basis Data 2 Praktikum AA,MODUL 5  Praktikum Basdat 2.txt
Langkah‑langkah apa yang diperlukan untuk menjalankan stored procedure yang memiliki parameter output?,"Pertama deklarasikan variabel dengan tipe data yang sesuai, kemudian jalankan prosedur menggunakan EXEC diikuti nama prosedur dan variabel output, dan terakhir tampilkan nilai variabel dengan SELECT.",Declare @var1 <tipedata> Exec <nama_prosedure> @var1 output Select @var1,Basis Data 2 Praktikum AA,MODUL 5  Praktikum Basdat 2.txt
"Pada contoh prosedur sp_total_customer, apa yang dihitung dan disimpan ke variabel output?",Prosedur menghitung total jumlah pelanggan dengan COUNT(*) dan menyimpannya ke variabel @total_customer.,SELECT @total_customer = COUNT(*) FROM customers,Basis Data 2 Praktikum AA,MODUL 5  Praktikum Basdat 2.txt
Apa yang dikembalikan oleh prosedur sp_kota_customer dan bagaimana cara memanggilnya?,"Prosedur mengembalikan nilai kota (city) dari tabel customers berdasarkan customer_id yang diberikan. Cara memanggilnya: DECLARE @hasil VARCHAR(25); EXEC dbo.sp_kota_customer 3, @hasil OUTPUT; SELECT @hasil AS Kota.","DECLARE @hasil VARCHAR(25) EXEC dbo.sp_kota_customer 3, @hasil OUTPUT SELECT @hasil AS Kota",Basis Data 2 Praktikum AA,MODUL 5  Praktikum Basdat 2.txt
"Dalam contoh sp_harga_produk, parameter apa yang diperlukan dan nilai apa yang dihasilkan?","Prosedur memerlukan dua parameter input, yaitu @nama_produk (VARCHAR) dan @finish (VARCHAR), serta menghasilkan nilai output @harga (DECIMAL) yang diisi dengan unit_price dari tabel products.",SELECT @harga = unit_price FROM products WHERE product_name = @nama_produk AND product_finish = @finish,Basis Data 2 Praktikum AA,MODUL 5  Praktikum Basdat 2.txt
Apa fungsi kata kunci AS dalam definisi stored procedure?,Kata kunci AS berfungsi sebagai penanda awal dari stored procedure.,AS menjadi penanda awal dari store procedure.,Basis Data 2 Praktikum AA,MODUL 5  Praktikum Basdat 2.txt
Apa perbedaan antara variabel input dan variabel output dalam stored procedure?,"Variabel input digunakan sebagai parameter untuk proses dalam query (misalnya id_customer atau nama_produk), sedangkan variabel output mengembalikan nilai hasil dari procedure.",@var_input merupakan variabel input yang digunakan sebagai parameter untuk proses dalam query contoh : id_customer/nama_produk. @var_output merupakan variabel output atau hasil dari proses yang digunakan untuk mengembalikan nilai dari procedure.,Basis Data 2 Praktikum AA,MODUL 5  Praktikum Basdat 2.txt
Bagaimana cara mendeklarasikan variabel output di luar prosedur sebelum memanggilnya?,"Gunakan perintah DECLARE diikuti nama variabel dan tipe datanya, misalnya DECLARE @var_output <tipe data>.",Declare @var_output <tipedata>,Basis Data 2 Praktikum AA,MODUL 5  Praktikum Basdat 2.txt
Apa itu trigger?,Trigger adalah sekumpulan kueri (prosedur) SQL yang akan dieksekusi secara otomatis oleh Database Management System (DBMS) ketika terjadi peristiwa (event) modifikasi data pada sebuah tabel.,Trigger adalah sekumpulan kueri (prosedur) SQL yang akan dieksekusi secara otomatis (terpicu) oleh Database Management System (DBMS) ketika terjadi peristiwa (event) modifikasi data pada sebuah tabel.,Basis Data 2 Praktikum AA,Modul10_Prak212Basdat2.txt
Sebutkan tiga manfaat utama penggunaan trigger.,"Manfaat utama trigger meliputi integritas data, melacak perubahan data (auditing), dan sinkronisasi.",Manfaat utama trigger Integritas Data ... 2 Melacak Perubahan Data (Auditing) ... 3 Sinkronisasi ...,Basis Data 2 Praktikum AA,Modul10_Prak212Basdat2.txt
Bagaimana cara trigger tr_cek_kuantitas mencegah input quantity yang tidak valid?,"Trigger tr_cek_kuantitas memeriksa nilai quantity pada tabel inserted; jika nilai tersebut kurang dari atau sama dengan 0, trigger melakukan ROLLBACK dan menampilkan pesan error ""Transaksi Gagal: Kuantitas (quantity) pesanan tidak boleh nol atau negatif!"".",IF @qty <= 0 BEGIN ROLLBACK; PRINT 'Transaksi Gagal: Kuantitas (quantity) pesanan tidak boleh nol atau negatif!'; END,Basis Data 2 Praktikum AA,Modul10_Prak212Basdat2.txt
Apa yang terjadi pada tabel products ketika trigger tr_update_stok dijalankan?,Trigger tr_update_stok mengurangi nilai stok (QOH) pada produk yang dipesan sebanyak quantity yang dipesan.,UPDATE products SET QOH = QOH - @qty_pesan WHERE Product_id = @id_produk;,Basis Data 2 Praktikum AA,Modul10_Prak212Basdat2.txt
Apa definisi view dalam basis data?,View adalah tabel virtual yang berisi data dari satu atau beberapa tabel fisik dan tidak menyimpan data secara fisik di dalam database.,View adalah tabel virtual yang berisi data dari satu atau beberapa tabel fisik. View tidak menyimpan data secara fisik di dalam database.,Basis Data 2 Praktikum AA,Modul10_Prak212Basdat2.txt
Sebutkan tiga fungsi utama view.,"Fungsi utama view adalah menyederhanakan kueri yang kompleks, meningkatkan keamanan dengan menyembunyikan kolom sensitif, dan menyediakan perspektif data yang konsisten untuk pelaporan.",Fungsi Utama: Menyederhanakan kueri yang kompleks (JOIN yang panjang). Meningkatkan keamanan dengan menyembunyikan kolom sensitif. Menyediakan perspektif data yang konsisten untuk pelaporan.,Basis Data 2 Praktikum AA,Modul10_Prak212Basdat2.txt
Apa yang ditampilkan oleh view V_Katalog_Produk?,"View V_Katalog_Produk menampilkan tiga kolom yaitu Nama Produk, Bahan/Warna, dan Harga yang diambil dari tabel products.","CREATE VIEW V_Katalog_Produk AS SELECT Product_name AS 'Nama Produk', Product_finish AS 'Bahan/Warna', Unit_price AS 'Harga' FROM products;",Basis Data 2 Praktikum AA,Modul10_Prak212Basdat2.txt
"Pada view V_Laporan_Pesanan, kolom apa yang dihitung sebagai 'Total Bayar'?",Kolom 'Total Bayar' dihitung dengan rumus (ol.quantity * p.Unit_price).,(ol.quantity * p.Unit_price) AS 'Total Bayar',Basis Data 2 Praktikum AA,Modul10_Prak212Basdat2.txt
Bagaimana cara menampilkan laporan pesanan untuk pelanggan 'Home Furniture' menggunakan view V_Laporan_Pesanan?,Jalankan perintah SELECT * FROM V_Laporan_Pesanan WHERE [Nama Pelanggan] = 'Home Furniture';,SELECT * FROM V_Laporan_Pesanan WHERE [Nama Pelanggan] = 'Home Furniture';,Basis Data 2 Praktikum AA,Modul10_Prak212Basdat2.txt
Apa fungsi pernyataan CASE di SQL Server?,"CASE adalah ekspresi kondisional yang memungkinkan evaluasi kondisi dan mengembalikan nilai berbeda, mirip seperti IF‑THEN‑ELSE, namun digunakan di dalam query SQL.",CASE adalah ekspresi kondisional di SQL Server yang memungkinkan kita mengevaluasi kondisi dan mengembalikan nilai berbeda berdasarkan hasil evaluasi tersebut - mirip seperti IF-THEN-ELSE namun digunakan di dalam query SQL.,Basis Data 2 Praktikum AA,MODUL4.txt
Apa perbedaan utama antara CASE sederhana dan CASE pencarian?,"CASE sederhana hanya dapat memeriksa kesetaraan (=) dan memerlukan ekspresi input di awal, sedangkan CASE pencarian tidak memerlukan ekspresi input, tiap WHEN berisi ekspresi Boolean lengkap sehingga dapat menggunakan operator seperti >, <, >=, BETWEEN, dll.","CASE Sederhana hanya bisa memeriksa KESETARAAN (=). Untuk perbandingan seperti > atau <, gunakan CASE Pencarian. CASE Pencarian tidak menyertakan ekspresi input di awal. Setiap WHEN berisi ekspresi Boolean lengkap, sehingga bisa menggunakan berbagai operator pembanding.",Basis Data 2 Praktikum AA,MODUL4.txt
Bagaimana sintaks umum CASE sederhana?,CASE ekspresi_input WHEN nilai1 THEN hasil1 WHEN nilai2 THEN hasil2 … WHEN nilaiN THEN hasilN ELSE hasil_default END,CASE ekspresi_input WHEN nilai1 THEN hasil1 WHEN nilai2 THEN hasil2 WHEN nilaiN THEN hasilN ELSE hasil_default END,Basis Data 2 Praktikum AA,MODUL4.txt
Berikan contoh penggunaan CASE sederhana untuk menampilkan pesan berdasarkan nilai variabel @Name.,DECLARE @Name VARCHAR(50); SET @Name = 'Deepak'; SELECT CASE @Name WHEN 'Deepak' THEN 'Hello Deepak!' WHEN 'Manoj' THEN 'Hello Manoj!' ELSE 'Siapa kamu?' END AS Pesan;,"DECLARE @Name VARCHAR(50);
SET @Name = 'Deepak';
SELECT
CASE @Name
WHEN 'Deepak' THEN 'Hello Deepak!'
WHEN 'Manoj' THEN 'Hello Manoj!'
ELSE 'Siapa kamu?'
END AS Pesan;",Basis Data 2 Praktikum AA,MODUL4.txt
"Dalam contoh CASE pencarian untuk menentukan grade mahasiswa, kondisi apa yang dievaluasi pertama?","Kondisi paling ketat, yaitu ""marks >= 76"", dievaluasi pertama karena SQL memeriksa kondisi WHEN dari atas ke bawah dan berhenti pada kondisi pertama yang benar.",SQL mengevaluasi kondisi WHEN dari atas ke bawah dan berhenti di kondisi pertama yang BENAR. Urutan kondisi sangat penting - letakkan kondisi paling ketat di atas!,Basis Data 2 Praktikum AA,MODUL4.txt
Bagaimana cara menggunakan CASE dalam klausa WHERE untuk memfilter data berdasarkan departemen?,SELECT * FROM student_table WHERE marks >= CASE WHEN dept = 'Sains' THEN 60 ELSE 50 END;,"SELECT * FROM student_table
WHERE marks >=
CASE
WHEN dept = 'Sains' THEN 60
ELSE 50
END;",Basis Data 2 Praktikum AA,MODUL4.txt
Apa tujuan pernyataan BREAK dalam WHILE loop?,"BREAK digunakan untuk menghentikan loop secara paksa sebelum kondisi WHILE menjadi FALSE, sehingga eksekusi langsung melompat ke baris setelah END.","BREAK digunakan untuk menghentikan loop secara paksa sebelum kondisi WHILE menjadi FALSE. Saat SQL menemukan BREAK, eksekusi langsung melompat ke baris setelah END.",Basis Data 2 Praktikum AA,MODUL4.txt
"Pada contoh loop dengan BREAK, berapa nilai yang akan dicetak sebelum loop berhenti?","Nilai yang dicetak adalah 1, 2, 3, 4, 5, dan 6; loop berhenti ketika @i menjadi 7 dan pernyataan BREAK dieksekusi.",Output: 1 2 3 4 5 6 (berhenti di sini karena BREAK),Basis Data 2 Praktikum AA,MODUL4.txt
