pertanyaan,jawaban,sumber,mata_kuliah,sumber_dokumen
Apakah memungkinkan sebuah kursus tidak menghasilkan kelas sama sekali? Jelaskan.,"Ya, memungkinkan karena jika semua kelas yang seharusnya dibentuk dibatalkan karena kurangnya peserta, maka kursus tersebut tidak menghasilkan kelas apa pun.","It is, therefore, possible for a course not to generate any classes.",Basis Data 2,STUDI KASUS I.txt
Berapa banyak instruktur yang mengajar dalam satu kelas?,Setiap kelas diajarkan oleh satu instruktur.,Each class is taught by one instructor.,Basis Data 2,STUDI KASUS I.txt
Berapa maksimum jumlah kelas yang dapat diajarkan oleh satu instruktur dalam setahun?,Seorang instruktur dapat mengajar maksimal dua kelas per tahun.,Each instructor may teach up to two classes per year.,Basis Data 2,STUDI KASUS I.txt
Apakah satu instruktur dapat mengajar lebih dari satu kelas dalam satu tahun?,"Ya, seorang instruktur dapat mengajar hingga dua kelas dalam satu tahun.",Each instructor may teach up to two classes per year.,Basis Data 2,STUDI KASUS I.txt
Apa judul materi kuliah yang tercantum dalam dokumen?,Judul materi kuliah adalah “TIPE DATA DI SQL SERVER”.,TIPE DATA DI SQL SERVER,Basis Data 2,TIPE DATA DI SQL SERVER 2012.txt
Tahun berapa materi kuliah tersebut disusun?,Materi kuliah tersebut disusun pada tahun 2012.,2012,Basis Data 2,TIPE DATA DI SQL SERVER 2012.txt
Siapa penulis atau pembuat materi kuliah ini?,Materi kuliah ini ditulis oleh Mira Musrini Barmawi.,Mira Musrini Barmawi,Basis Data 2,TIPE DATA DI SQL SERVER 2012.txt
"Apa yang terjadi secara otomatis pada tabel ketika dilakukan operasi DML (INSERT, UPDATE, DELETE)?",Tabel virtual INSERTED dan DELETED secara otomatis terbentuk.,"Jika kita melakukan operasi DML ( insert update delete ) pada suatu tabel, maka secara otomatis akan terbentuk tabel virtual INSERTED dan DELETED.",Basis Data 2,TRIGGER.txt
"Pada operasi INSERT, tabel mana yang berisi data baru yang ditambahkan?",Tabel INSERTED berisi data baru yang ditambahkan.,"Jika kita melakukan operasi insert, maka tabel inserted berisi data yang baru , yang ditambahkan.",Basis Data 2,TRIGGER.txt
"Pada operasi DELETE, tabel mana yang berisi data lama yang telah dihapus?",Tabel DELETED berisi data lama yang telah dihapus.,"Jika kita melakukan operasi delete, maka tabel deleted berisi data lama , yang telah dihapus.",Basis Data 2,TRIGGER.txt
"Pada operasi UPDATE, tabel INSERTED dan DELETED masing-masing berisi data apa?","INSERTED berisi data baru yang dimasukkan, sedangkan DELETED berisi data lama yang telah diubah.","Jika kita melakukan operasi update, maka tabel deleted berisi data lama yang telah dirubah, dan tabel inserted beri data baru yang telah dimasukkan.",Basis Data 2,TRIGGER.txt
Bagaimana cara menampilkan isi tabel INSERTED saat melakukan operasi INSERT pada tabel makanan?,"Gunakan klausa OUTPUT, contoh: INSERT INTO makanan (ID_makanan, nama_makanan, ukuran, harga) OUTPUT inserted.ID_makanan AS new_makanan, inserted.nama_makanan AS new_nama_makanan, inserted.ukuran AS new_ukuran, inserted.harga AS new_harga VALUES (4,'bihun goreng ayam','medium',20000);","insert into makanan (ID_makanan, nama_makanan, ukuran, harga) OUTPUT inserted.ID_makanan as new_makanan,inserted.nama_makanan as new_nama_makanan,Inserted.ukuran as new_ukuran,inserted.harga as new_harga Values (4,'bihun goreng ayam','medium',20000);",Basis Data 2,TRIGGER.txt
Apa tujuan utama penggunaan trigger dalam basis data?,"Trigger digunakan untuk menjalankan aturan bisnis, menjaga integritas data, dan mengevaluasi status tabel sebelum dan sesudah perubahan data.",Trigger merupakan salah satu mekanisme untuk menjalankan aturan bisnis dan menjaga integritas data dalam sebuah basis data.,Basis Data 2,TRIGGER.txt
Bagaimana trigger mencegah penyisipan nilai harga negatif pada tabel makanan?,"Trigger tr_insert_harga memeriksa nilai harga pada tabel INSERTED; jika nilai harga kurang dari 0, trigger melakukan ROLLBACK dan menampilkan pesan sehingga operasi INSERT dibatalkan.","Create trigger dbo.tr_insert_harga on makanan for insert As Begin declare @harga_new integer select @harga_new = ins.harga from inserted ins if @harga_new<0 then begin rollback print 'harga makanan yang anda masukkan adalah negatif, sehingga operasi insert dibatalkan' End end",Basis Data 2,TRIGGER.txt
Apa yang terjadi ketika pengguna mencoba meng‑update harga menjadi nilai negatif pada tabel makanan?,"Trigger tr_update_harga memeriksa nilai harga baru; jika nilai harga kurang dari 0, trigger melakukan ROLLBACK dan menampilkan pesan sehingga operasi UPDATE dibatalkan.","Create trigger dbo.tr_update_harga on makanan for update As Begin declare @harga_new integer declare @harga_old integer select @harga_new = ins.harga from inserted ins select @harga_old = del.harga from deleted del if @harga_new<0 then begin rollback print 'harga makanan yang anda masukkan adalah negatif, sehingga operasi update dibatalkan' End end",Basis Data 2,TRIGGER.txt
"Pada contoh audit tabel wali, apa yang dicatat dalam tabel wali_audit ketika baris baru ditambahkan ke tabel wali?","Dicatat keterangan berupa ""wali baru dengan id=... ditambahkan pada ..."" beserta tanggal dan waktu penambahan.",Insert into wali_audit Values (' wali baru dengan id=' + cast (@id as nvarchar(5)) + 'ditambahkan pada '+ cast (getdate() as nvarchar(20),Basis Data 2,TRIGGER.txt
Sebutkan tiga jenis trigger yang dibuat pada tabel wali dalam contoh audit.,"Trigger untuk INSERT (tr_insert_wali), trigger untuk UPDATE (tr_delete_update), dan trigger untuk DELETE (tr_delete_wali).",Create trigger dbo.tr_insert_wali for insert on wali,Basis Data 2,TRIGGER.txt
Apa kriteria kelulusan mahasiswa pada skenario batch programming?,"Mahasiswa dinyatakan lulus jika nilai Mata Kuliah Basisdata2, Rekayasa Perangkat Lunak, dan Pemrograman Dasar semuanya masing‑masing sebesar 75 atau lebih.",Jika Matakuliah Basisdata2 >=75 dan mk Rekayasa Perangkat lunak >=75 dan Matakuliah pemorgraman dasar >=75,Basis Data 2,TUGAS SC2 SC3  ISB 212 GENAP 25 26.txt
Berapa banyak variabel yang harus digunakan dalam batch program untuk skenario tersebut?,"Tiga buah variabel, masing‑masing menyimpan nilai mata kuliah Basisdata2, Rekayasa Perangkat Lunak, dan Pemrograman Dasar.","Gunakan 3 buah variabel yang menyimpan nilai mk basisdata2, mk Rekayasa Perangkat luank dan mk Pemrograman dasar",Basis Data 2,TUGAS SC2 SC3  ISB 212 GENAP 25 26.txt
Mata kuliah apa saja yang nilai minimalnya harus 75 agar mahasiswa dinyatakan lulus?,"Mata kuliah Basisdata2, Rekayasa Perangkat Lunak, dan Pemrograman Dasar.",Jika Matakuliah Basisdata2 >=75 dan mk Rekayasa Perangkat lunak >=75 dan Matakuliah pemorgraman dasar >=75,Basis Data 2,TUGAS SC2 SC3  ISB 212 GENAP 25 26.txt
Bagaimana cara menghitung jumlah bilangan genap dari 1 sampai 20 menurut tugas?,Dengan membuat program yang menggunakan perulangan for atau while untuk menjumlahkan semua bilangan genap antara 1 dan 20.,Buatlah program yang menghitung jumlah bilangan genap dari 1 sampai 20,Basis Data 2,TUGAS SC2 SC3  ISB 212 GENAP 25 26.txt
Bagaimana cara menghitung jumlah bilangan ganjil dari 1 sampai 20 menurut tugas?,Dengan membuat program yang menggunakan perulangan for atau while untuk menjumlahkan semua bilangan ganjil antara 1 dan 20.,Buatlah program yang menghitung jumlah bilangann ganjil dari 1 sampai 20,Basis Data 2,TUGAS SC2 SC3  ISB 212 GENAP 25 26.txt
Apa struktur tabel Mahasiswa yang diminta dalam tugas store procedure?,"Tabel Mahasiswa harus memiliki dua kolom, yaitu NRP dan nama_mahasiswa.","Buatlah suatu tabel Mahasiswa dengan struktur ( NRP , nama_mahasiswa) atau tabel lain dengan 2 buah kolom , bisa tabel lain selalin mahasiswa .",Basis Data 2,TUGAS SC2 SC3  ISB 212 GENAP 25 26.txt
Apa tujuan store procedure pertama yang harus dibuat?,Store procedure pertama berfungsi untuk melakukan INSERT data ke dalam tabel (misalnya tabel Mahasiswa) dengan menerima input berupa NRP dan nama mahasiswa.,"Buatlah suatu store prosedur yang tujuannya melakukan insert pada tabel tersebut, dengan variabel input , yang menjadi varibel input adalah NRP dan Nama Mahasiswa ( Tabel Mahasiswa) atau kolom 1 dan kolom 2 untuk tabel selain tabel mahasiswa",Basis Data 2,TUGAS SC2 SC3  ISB 212 GENAP 25 26.txt
Apa tujuan store procedure kedua yang harus dibuat?,Store procedure kedua berfungsi untuk melakukan UPDATE pada tabel berdasarkan NRP (atau kolom pertama) dan mengganti nilai pada kolom kedua dengan nama mahasiswa yang baru.,"Buatlah store procedure untuk melakukan update berdasarkan NRP , ( atau berdasarkan kolom 1) , dan sertakan nama baru kolom ke dua . Jika tabel anda adalah tabel mahasiswa, update berdasarkan NRP tertentu , dan ubah lah nama mahasiswa menjadi nama mahasiswa yang baru . Buat store procedure untuk update dengan variabel input ( nrp dan nama_mahasiswa yang baru)",Basis Data 2,TUGAS SC2 SC3  ISB 212 GENAP 25 26.txt
Apakah boleh menggunakan tabel selain Mahasiswa untuk membuat store procedure?,"Ya, boleh menggunakan tabel lain asalkan tabel tersebut memiliki dua kolom yang dapat diperlakukan sebagai kolom pertama dan kolom kedua.","Buatlah suatu tabel Mahasiswa dengan struktur ( NRP , nama_mahasiswa) atau tabel lain dengan 2 buah kolom , bisa tabel lain selalin mahasiswa .",Basis Data 2,TUGAS SC2 SC3  ISB 212 GENAP 25 26.txt
Apa nama tugas yang mencakup pembuatan store procedure?,TUGAS SC3 Store procedure.,TUGAS SC3 Store procedure,Basis Data 2,TUGAS SC2 SC3  ISB 212 GENAP 25 26.txt
